speaker,text,act,conv_id,topic,topic_ldaconv,topic_ldautt
0,What specific sport is this match?,5,1117,-1,-1,-1
1,It is a soccer match.,6,1117,-1,-1,-1
0,Sounds great to me.,16,1117,-1,-1,-1
1,Would you like to get a ticket right now?,17,1117,-1,-1,-1
0,Not at the moment. I'll think about it.,34,1117,-1,-1,-1
1,How else can I help you out?,23,1117,-1,-1,-1
0,I'd like to learn when that match happens.,1,1117,-1,-1,-1
1,"The DC United vs Revolution match at Audi Field? It happens on 8 days, the soonest being tomorrow.",9,1117,-1,-1,-1
0,Sounds good. I'll go ahead and get the tickets.,10,1117,-1,-1,-1
1,How many tickets do you want?,2,1117,-1,-1,-1
0,4 sounds good.,3,1117,-1,-1,-1
1,"Okay then, so you want 4 tickets for the DC United Vs Revolution soccer match that takes place in Washington D.C. tomorrow?",11,1117,-1,-1,-1
0,Wait a second. Two of the people I had in mind don't like soccer. I'll get two tickets instead.,19,1117,-1,-1,-1
1,"You want 2 tickets for the DC United vs Revolution match, then?",11,1117,-1,-1,-1
0,That is correct.,20,1117,-1,-1,-1
1,I have reserved the tickets for you.,21,1117,-1,-1,-1
0,Thanks for arranging that.,22,1117,-1,-1,-1
1,Can I help you any further?,23,1117,-1,-1,-1
0,Not now. Many thanks for getting me the tickets.,24,1117,-1,-1,-1
1,I hope it's a great game. Enjoy your day.,15,1117,-1,-1,-1
0,I want to make a reservation at a restaurant on 10th of march in san fran.,27,283,-1,-1,-1
1,do you have a preferred restaurant? what time for?,2,283,-1,-1,-1
0,The restaurant is thanh long at 1:15 in the afternoon.,3,283,-1,-1,-1
1,"Please confirm the following: booking a table at thanh long restaurant in san francisco, the reservation at 1:15 pm on march 10th, the reservation is for 2 people.",11,283,-1,-1,-1
0,"yes, that works for me",20,283,-1,-1,-1
1,sorry i was unable to make reservation . thanh long restaurant is a nice restaurant shall i try reservation for 2 people on march 10th at 1:30 pm?,31,283,-1,-1,-1
0,yes that works for me.,20,283,-1,-1,-1
1,your reservation is successful.,21,283,-1,-1,-1
0,thanks a lot,14,283,-1,-1,-1
1,have a nice day. cheers,15,283,-1,-1,-1
0,"Hello, I need help locating interesting events.",1,993,-1,-1,-1
1,"Great, is there a specific category you prefer? You could suggest ones such as Music and Sports for example.",2,993,-1,-1,-1
0,"Okay, I like Concert type events.",3,993,-1,-1,-1
1,Do you want me to look in a specific city?,2,993,-1,-1,-1
0,"Sure, I am looking for events in SD, in the Rock genre.",3,993,-1,-1,-1
1,"There is a Fidlar event happening today at 7:30 pm, at The Observatory North Park.",4,993,-1,-1,-1
0,"Awesome, sounds great!",16,993,-1,-1,-1
1,Would you like to purchase these tickets?,17,993,-1,-1,-1
0,"Yes, I want to purchase 3 tickets.",18,993,-1,-1,-1
1,"Okay, please confirm that you want 3 tickets to the Fidlar event happening today in San Diego.",11,993,-1,-1,-1
0,"Yes, this is correct.",20,993,-1,-1,-1
1,Your reservation has been confirmed. Enjoy the concert!,21,993,-1,-1,-1
0,Can you tell me the address?,5,993,-1,-1,-1
1,"Sure, the address is 2891 University Avenue.",6,993,-1,-1,-1
0,"Great, thanks so much for your help.",22,993,-1,-1,-1
1,Is there anything else I can help you with today?,23,993,-1,-1,-1
0,"No, that will be all, thank you.",24,993,-1,-1,-1
1,"Okay, have a great day.",15,993,-1,-1,-1
0,I'd like to find dates for some events.,1,466,-1,-1,-1
1,What kind of event are you looking to attend?,2,466,-1,-1,-1
0,I've heard the singer Vivian Green is great - does she have any shows?,3,466,-1,-1,-1
1,What city would you like to see Vivian Green in?,2,466,-1,-1,-1
0,Does she have anything in New York City?,3,466,-1,-1,-1
1,There are 5 possible options: there is a Vivian Green show next Monday at Sony Hall - does that sound good?,9,466,-1,-1,-1
0,"Can you search for some other events as well? I'm looking for Blue Jays vs Astros games in Toronto, Canada - I've never gone to a baseball game before, and I'd like to.",8,466,-1,-1,-1
1,I've found 3 Blue Jays Vs Astros game: one takes place on March 9th at the Rogers Centre.,9,466,-1,-1,-1
0,"What's the address of the venue, and what time does it start at?",5,466,-1,-1,-1
1,"The venue is at 1 Blue Jays Way, in Toronto's Entertainment District - it begins at 7:30 pm.",6,466,-1,-1,-1
0,"That sounds good, can you get me a ticket to that?",10,466,-1,-1,-1
1,How many tickets would you like to get?,2,466,-1,-1,-1
0,Just one for this.,3,466,-1,-1,-1
1,"To review: You'd like to get 1 ticket for the Blue Jays vs Astros game in Toronto, on March 9th.",11,466,-1,-1,-1
0,"Actually, can you change that? I'm going to get 3 tickets instead, I'm going to surprise a couple of my friends.",19,466,-1,-1,-1
1,"To reviw: You'd like to get 3 tickets for the Blue Jays vs Astros game in Toronto, on March 9th - does that sound right?",11,466,-1,-1,-1
0,"Yeah, that sounds good.",20,466,-1,-1,-1
1,Your tickets have been purchased.,21,466,-1,-1,-1
0,Thanks for everything.,22,466,-1,-1,-1
1,Is there anything else I can help you with today?,23,466,-1,-1,-1
0,"No, that's all, thanks.",24,466,-1,-1,-1
1,Have a great day.,15,466,-1,-1,-1
0,I've been bored lately and I need to go to an event. Is there anything happening on March 13th.,27,963,-1,-1,-1
1,Where would you like me to search? And for which category? Some suggestions are Music or Sports.,2,963,-1,-1,-1
0,"I will be going to something in New York, and I really love Concert events.",3,963,-1,-1,-1
1,There is an event on March 13th starting at 7:30 pm. It is the Amber Run Brooklyn in Warsaw.,4,963,-1,-1,-1
0,"Well, I don't know. Can you find event for something else?",7,963,-1,-1,-1
1,There is another event called Americo. It is located at La Boom on March 13th at 6:30 pm.,4,963,-1,-1,-1
0,"That's okay, but could you find me something else? What about events around San Francisco?",8,963,-1,-1,-1
1,"There are 6 in the area on March 13th. One of them starts at 8 pm, and is called Allan Rayman. It takes place at the August Hall.",9,963,-1,-1,-1
0,Is there any more information about this event? What is the street address?,5,963,-1,-1,-1
1,It is a Hip Hop event on 420 Mason Street.,6,963,-1,-1,-1
0,"Ooh, that seems fun.",16,963,-1,-1,-1
1,Would you like to buy some tickets for this event?,17,963,-1,-1,-1
0,"Sure, I would like 1 ticket, please.",18,963,-1,-1,-1
1,"Would you confirm the details: 1 ticket for the Allan Rayman event on March 13th, located in San Francisco?",11,963,-1,-1,-1
0,"Sure, that would be fine.",20,963,-1,-1,-1
1,The reservation has been scheduled. Enjoy your time at the event!,21,963,-1,-1,-1
0,"Thanks so much! I'm not bored, now.",22,963,-1,-1,-1
1,Would you like help with something else?,23,963,-1,-1,-1
0,No thank you. You've been a great help.,24,963,-1,-1,-1
1,Enjoy the rest of the day.,15,963,-1,-1,-1
0,My Anniversary is coming up. Can you find me a restaurant has reservations available on the 10th of this month?,27,285,-1,-1,-1
1,What City would you like the restaurant to be in? What time would you like to make your reservation for? Do you know what restaurant you would like to eat at?,2,285,-1,-1,-1
0,"We would like to make reservations for two at 18:00, at the Pub Republic in Petaluma.",3,285,-1,-1,-1
1,"Just to confirm, We will be making a reservation for 2 at 6 pm on March 10th at the Pub Republic in Petaluma?",11,285,-1,-1,-1
0,"Yes, thank you, Can you give me the address to the restaurant? I was wondering what kind of prices do they have?",12,285,-1,-1,-1
1,You reservation is all set. The street address to the restaurant is 3120 Lakeville Highway. The prices are moderate at this restaurant.,13,285,-1,-1,-1
0,Thank you so very much.,22,285,-1,-1,-1
1,Is there anything I can help you with?,23,285,-1,-1,-1
0,No. Thank you very much.,24,285,-1,-1,-1
1,Have a good day.,15,285,-1,-1,-1
0,I want to make a reservation at a restaurant.,1,342,-1,-1,-1
1,What city should I search in?,2,342,-1,-1,-1
0,I want a restaurant in Hayward for the 11th.,3,342,-1,-1,-1
1,Do you have a preferred restaurant? What time is the reservation for?,2,342,-1,-1,-1
0,I want a reservation at Buon Appetito at 1:30 pm.,3,342,-1,-1,-1
1,"Okay, I have a reservation at Buon Appetito in Hayward for 1:30 pm on March 11th for 2 people, is this correct?",11,342,-1,-1,-1
0,"No, I want it on the 12th of this month at 13:00.",19,342,-1,-1,-1
1,"Okay, the reservation is at 1 pm on March 12th.",11,342,-1,-1,-1
0,"Yes, that is correct.",20,342,-1,-1,-1
1,I have successfully made the reservation.,21,342,-1,-1,-1
0,Thank you very much!,22,342,-1,-1,-1
1,Is there anything else I can help with?,23,342,-1,-1,-1
0,"No, thank you.",24,342,-1,-1,-1
1,Have a great day.,15,342,-1,-1,-1
0,Can you get me dinner reservations for 6 in the evening?,27,343,-1,-1,-1
1,Sure. What restaurant and location do you want reservations for?,2,343,-1,-1,-1
0,Kufu-ya restaurant in San Fran.,3,343,-1,-1,-1
1,I will book you a table for 2 at Kufu-ya in San Francisco for 6 pm today. Is that correct?,11,343,-1,-1,-1
0,"Yes, that will be perfect.",20,343,-1,-1,-1
1,Your reservation is set.,21,343,-1,-1,-1
0,Thank you!,22,343,-1,-1,-1
1,Anything else?,23,343,-1,-1,-1
0,"No, thank you for your help.",24,343,-1,-1,-1
1,Your welcome. Have a nice day. Goodbye.,15,343,-1,-1,-1
0,Can you play some pop songs? I especially like Ciara.,27,595,-1,-1,-1
1,I located 1 song for you. Would you like to listen to Ciara's Thinkin Bout You from the album Beauty Marks?,9,595,-1,-1,-1
0,"Perfect, thank you.",16,595,-1,-1,-1
1,Should I play it now?,17,595,-1,-1,-1
0,"Yes, right now.",29,595,-1,-1,-1
1,Play Thinkin Bout You on TV.,11,595,-1,-1,-1
0,Actually I want to listen to it on the kitchen speaker.,19,595,-1,-1,-1
1,Play Thinkin Bout You on kitchen speaker.,11,595,-1,-1,-1
0,"Never mind, I want it on the speaker in the bedroom.",19,595,-1,-1,-1
1,Playing Thinkin Bout You on bedroom speaker.,11,595,-1,-1,-1
0,That is right.,20,595,-1,-1,-1
1,Song is playing.,21,595,-1,-1,-1
0,Thanks very much.,22,595,-1,-1,-1
1,Do you need anything else?,23,595,-1,-1,-1
0,"Not right now, thanks.",24,595,-1,-1,-1
1,Then take care.,15,595,-1,-1,-1
0,I would like to find an event in Chicago.,27,1123,-1,-1,-1
1,What type of events do you like?,2,1123,-1,-1,-1
0,I want a see a Concert,3,1123,-1,-1,-1
1,I have 5 options for you. Basta is playing at the Concord Music Hall.,9,1123,-1,-1,-1
0,What time does it start?,5,1123,-1,-1,-1
1,It starts at 6 pm.,6,1123,-1,-1,-1
0,What type of concert is it?,5,1123,-1,-1,-1
1,They are a Pop Band.,6,1123,-1,-1,-1
0,That sounds great. What dates are avaible?,10,1123,-1,-1,-1
1,The concert has 6 dates. Today Basta is playing at the Concord Music Hall.,9,1123,-1,-1,-1
0,Where Concord Music Hall located?,5,1123,-1,-1,-1
1,It is located at 2047 North Milwaukee Avenue at 6 pm.,6,1123,-1,-1,-1
0,That sounds great.,16,1123,-1,-1,-1
1,Would you like to purchase tickets?,17,1123,-1,-1,-1
0,Yes I want too.,29,1123,-1,-1,-1
1,Howmany tickets do you need?,2,1123,-1,-1,-1
0,I need 2 tickets.,3,1123,-1,-1,-1
1,You need 2 tickets to Basta playing at the Concord Music Hall today in Chicago. Is that correct.,11,1123,-1,-1,-1
0,yep that is good.,20,1123,-1,-1,-1
1,Your purchase was successfully made.,21,1123,-1,-1,-1
0,Thanks.,22,1123,-1,-1,-1
1,Is there something else I can do for you.,23,1123,-1,-1,-1
0,No that will be all.,24,1123,-1,-1,-1
1,Have an awesome day!,15,1123,-1,-1,-1
0,I'd like to watch the movie now.,1,256,-1,-1,-1
1,Which movie is it that you want to watch?,2,256,-1,-1,-1
0,"I want to watch Viva Las Vegas, but make sure it has subtitles.",3,256,-1,-1,-1
1,"Just to be sure, you want me to play Viva Las Vegas with subtitles right now?",11,256,-1,-1,-1
0,That's right. Also tell me a little about the movie and who directed it.,12,256,-1,-1,-1
1,THe movie has started. It's considered a Romance movie and George Sidney was the director.,13,256,-1,-1,-1
0,"Thanks, that's all for now.",14,256,-1,-1,-1
1,Have a great day!,15,256,-1,-1,-1
0,I feel like watching some baseball. Can you find a Match around me?,27,952,-1,-1,-1
1,In which city would that be?,2,952,-1,-1,-1
0,Around SD please.,3,952,-1,-1,-1
1,I found 4 matches. There's Padres Vs Brewers at Petco Park tomorrow at 8:30 pm.,9,952,-1,-1,-1
0,That's nice but is anything else happening?,7,952,-1,-1,-1
1,There's Padres vs Diamondbacks at Petco Park next Monday at 6 pm.,4,952,-1,-1,-1
0,Sounds very good.,16,952,-1,-1,-1
1,Should I buy the tickets?,17,952,-1,-1,-1
0,Please do.,29,952,-1,-1,-1
1,How many tickets?,2,952,-1,-1,-1
0,Four would be great.,3,952,-1,-1,-1
1,So 4 tickets to Padres Vs Diamondbacks next Monday at San Diego?,11,952,-1,-1,-1
0,"Yes, that's exact.",20,952,-1,-1,-1
1,Your reservation was successful. Enjoy the event!,21,952,-1,-1,-1
0,Where is their venue located?,5,952,-1,-1,-1
1,At 100 Park Boulevard.,6,952,-1,-1,-1
0,"Thanks a lot, that's all.",14,952,-1,-1,-1
1,Have an amazing day.,15,952,-1,-1,-1
0,I'd like to listen to some songs.,1,840,-1,-1,-1
1,I found 10 songs you may like. How about Burn by Ellie Goulding in the album Halcyon?,9,840,-1,-1,-1
0,What genre is it?,5,840,-1,-1,-1
1,It's a Pop song.,6,840,-1,-1,-1
0,Do you have anything else?,7,840,-1,-1,-1
1,How about The Heart Wants What it Wants by Selena Gomez in the album For You?,4,840,-1,-1,-1
0,What genre is it?,5,840,-1,-1,-1
1,It's a Pop song.,6,840,-1,-1,-1
0,What else you got?,7,840,-1,-1,-1
1,One Last Time by Ariana Grande from the album My Everything?,4,840,-1,-1,-1
0,That sounds good.,16,840,-1,-1,-1
1,Do you want to play it now?,17,840,-1,-1,-1
0,"Yes, play it on my kitchen device.",18,840,-1,-1,-1
1,So you want me to play One Last Time on the kitchen speaker?,11,840,-1,-1,-1
0,"Yes, that's right.",20,840,-1,-1,-1
1,"Okay, I'm playing it now.",21,840,-1,-1,-1
0,What genre is it?,5,840,-1,-1,-1
1,It's a Pop song.,6,840,-1,-1,-1
0,Thanks. That's all I need.,14,840,-1,-1,-1
1,Have a nice day.,15,840,-1,-1,-1
0,"I am a bit bored, please help find some Interesting events",1,983,-1,-1,-1
1,Do you have any specific category of events in mind?,2,983,-1,-1,-1
0,Just help me find something on March 14th. I like match events.,3,983,-1,-1,-1
1,Do you have any city in mind?,2,983,-1,-1,-1
0,"Events in Portland, OR would be perfect",3,983,-1,-1,-1
1,Ifound one event which is Timbers vs earthquakes and it's taking place at Providence park. The event is for March 14th and it starts by 7:30 pm,4,983,-1,-1,-1
0,Sounds great but can you find something else? I would like events around New York City,8,983,-1,-1,-1
1,One event is Mets vs Cubs happening at Citi field. The time for the event is 7 pm on March 14th.,4,983,-1,-1,-1
0,What is the address?,5,983,-1,-1,-1
1,It is 123-01 Roosevelt Avenue,6,983,-1,-1,-1
0,Sounds great. I want the book a ticket.,10,983,-1,-1,-1
1,How many tickets would you want?,2,983,-1,-1,-1
0,I need 4 tickets,3,983,-1,-1,-1
1,Please confirm these details: 4 Ticket reservations for the Mets vs Cubs event holding in new York on march 14th.,11,983,-1,-1,-1
0,"No, I need two tickets",19,983,-1,-1,-1
1,Confirm these details: The event is Mets vs Cubs and you have 2 tickets for it.,11,983,-1,-1,-1
0,That sounds good,20,983,-1,-1,-1
1,Your reservation was successful. Enjoy your event,21,983,-1,-1,-1
0,"Thanks, that would be all",14,983,-1,-1,-1
1,Enjoy your day,15,983,-1,-1,-1
0,I am looking for a song,1,911,-1,-1,-1
1,What about the song Before I Leave from the album World Cry by Jah Cure,4,911,-1,-1,-1
0,"Yes that's a good song, cast it on my kitchen speaker",25,911,-1,-1,-1
1,Confirming that I'll play the song Before I leave on the kitchen speaker,11,911,-1,-1,-1
0,Yes that's good,20,911,-1,-1,-1
1,OK enjoy your song,21,911,-1,-1,-1
0,"What kind of music is that, is it a song from eight years back?",5,911,-1,-1,-1
1,"Yup, it's a Reggae song from the year 2010",6,911,-1,-1,-1
0,"OK, that's all then!",14,911,-1,-1,-1
1,Have a great one!,15,911,-1,-1,-1
0,"I'm looking for a match, can you find some?",27,1224,-1,-1,-1
1,What city would you like me to look in?,2,1224,-1,-1,-1
0,Look for events in Phoenix.,3,1224,-1,-1,-1
1,There's Arizona Vs La Dodgers at Chase Field.,4,1224,-1,-1,-1
0,"No, how about something in Chi-town?",8,1224,-1,-1,-1
1,Cubs Vs Brewers at Wrigley Field.,4,1224,-1,-1,-1
0,When does it start.,5,1224,-1,-1,-1
1,The game starts at 5 pm.,6,1224,-1,-1,-1
0,What kind of game is it and what is the address?,5,1224,-1,-1,-1
1,It's a baseball game. Wrigley Field is at 1060 West Addison Street.,6,1224,-1,-1,-1
0,Is there anything else?,7,1224,-1,-1,-1
1,Cubs Vs Giants at Wrigley Field.,4,1224,-1,-1,-1
0,"That sounds good, what days are they playing?",10,1224,-1,-1,-1
1,The Cubs Vs Giants have 4 games at Wrigley Field. One is the day after tomorrow.,9,1224,-1,-1,-1
0,And the other days?,7,1224,-1,-1,-1
1,The Cubs Vs Giants will play at Wrigley Field again next Tuesday.,4,1224,-1,-1,-1
0,That sounds good.,16,1224,-1,-1,-1
1,Do you want tickets?,17,1224,-1,-1,-1
0,"Yes, get me four tickets.",18,1224,-1,-1,-1
1,To verify: You would like 4 tickets for the game next Tuesday. Cubs Vs Giants in Chicago.,11,1224,-1,-1,-1
0,Sounds good. What time does it start and what's the address.,12,1224,-1,-1,-1
1,Its at 1060 West Addison Street. The game starts at 7 pm. I've booked the tickets.,13,1224,-1,-1,-1
0,Thank you. That's all I need now.,14,1224,-1,-1,-1
1,Have a wonderful day.,15,1224,-1,-1,-1
0,Please search for an economical priced place to eat that serves alcohol.,27,54,-1,-1,-1
1,What kind of food do you prefer? Which city should the search use?,2,54,-1,-1,-1
0,I prefer it in Oakland. I am craving Pizza.,3,54,-1,-1,-1
1,Your search found 4 restaurants. One is Belotti Ristorante E Bottega which is located in Oakland.,9,54,-1,-1,-1
0,Do they happen to have live music? What is their phone number?,5,54,-1,-1,-1
1,Their number is 510-350-7619. They do not happen to have live music.,6,54,-1,-1,-1
0,Are there other restaurant options?,7,54,-1,-1,-1
1,Contrasto is a nice restaurant and located in Oakland.,4,54,-1,-1,-1
0,That will do.,16,54,-1,-1,-1
1,Is there anything else you needed help with?,23,54,-1,-1,-1
0,I want to make a restaurant reservation.,1,54,-1,-1,-1
1,What time did you prefer?,2,54,-1,-1,-1
0,I would like it to be half past 11 in the morning.,3,54,-1,-1,-1
1,Please say yes to confirm the following. Booking a table at Contrasto in Oakland with a reservation at 11:30 am today. The reservation is a party of 2.,11,54,-1,-1,-1
0,Its actually a party of 4.,19,54,-1,-1,-1
1,"Please say yes to confirm the following. The city is Oakland, and the reservation is for a party of 4.",11,54,-1,-1,-1
0,That will do.,20,54,-1,-1,-1
1,Your reservation has been made.,21,54,-1,-1,-1
0,Can you tell me what their address is?,5,54,-1,-1,-1
1,Thier address is 388 Grand Avenue.,6,54,-1,-1,-1
0,Thank you. That is all.,14,54,-1,-1,-1
1,Have a pleasant day.,15,54,-1,-1,-1
0,I'm looking for restaurants to dine in.,1,69,-1,-1,-1
1,What city and what kind of cuisine are you interested in?,2,69,-1,-1,-1
0,"I'd like to try Punjabi food, somewhere in SFO.",3,69,-1,-1,-1
1,I've found 10 possible options - Amber in San Francisco has 4.2 stars.,9,69,-1,-1,-1
0,Does that restaurant serve alcohol?,5,69,-1,-1,-1
1,Amber restaurant does not serve liquor.,6,69,-1,-1,-1
0,"Alright, that works for me.",16,69,-1,-1,-1
1,Would you like to reserve a table in this restaurant?,17,69,-1,-1,-1
0,"I think so, yes.",29,69,-1,-1,-1
1,What time would you like to arrive at?,2,69,-1,-1,-1
0,"I'd like to reserve the table for lunch, so 11 o""clock in the morning, for 2 people.",3,69,-1,-1,-1
1,"To review: You'd like to make an 11 am reservation at Amber restaurant in San Francisco for 2 people, today.",11,69,-1,-1,-1
0,"That sounds right, yeah.",20,69,-1,-1,-1
1,Your table has been reserved.,21,69,-1,-1,-1
0,"That's all I need today, thanks.",14,69,-1,-1,-1
1,Have a great day.,15,69,-1,-1,-1
0,find me a song in the album beauty marks,27,690,-1,-1,-1
1,i found 1 song thinkin bout you by ciara in the album beauty marks,9,690,-1,-1,-1
0,what genre,5,690,-1,-1,-1
1,pop,6,690,-1,-1,-1
0,play it on the speaker in kitchen,25,690,-1,-1,-1
1,should i play thinkin bout you on kitchen speaker,11,690,-1,-1,-1
0,no my bedroom speaker,19,690,-1,-1,-1
1,should i play thinkin bout you on bedroom speaker,11,690,-1,-1,-1
0,yes,20,690,-1,-1,-1
1,now playing,21,690,-1,-1,-1
0,okay,22,690,-1,-1,-1
1,what else do you need ?,23,690,-1,-1,-1
0,nothing,24,690,-1,-1,-1
1,alright,15,690,-1,-1,-1
0,"I'm interested in upcoming events, particularly Music related.",27,1060,-1,-1,-1
1,Which city should I search for music events?,2,1060,-1,-1,-1
0,"I would prefer music events in Seattle, WA.",3,1060,-1,-1,-1
1,How about Cody Johnson at the Flamingo Lot?,4,1060,-1,-1,-1
0,"I'm not interested in that, can you recommend me something else?",7,1060,-1,-1,-1
1,Are you interested in Greensky Bluegrass at the Flamingo Lot?,4,1060,-1,-1,-1
0,"Yeah, that sounds good to me, please buy me tickets to the event.",10,1060,-1,-1,-1
1,"How many tickets are you planning to buy, and when will you be going?",2,1060,-1,-1,-1
0,"I want 2 tickets for the event, for next Friday",3,1060,-1,-1,-1
1,"Your planning on purchasing 2 tickets to see Greensky Bluegrass next Friday in Seattle, does that sound correct?",11,1060,-1,-1,-1
0,"No, on second thought I want one ticket for the event and I want to go on the 1st of this month.",19,1060,-1,-1,-1
1,"So instead of two tickets you want 1, and you plan on going to the event today, correct?",11,1060,-1,-1,-1
0,"Yes, that is correct, when will the event start?",12,1060,-1,-1,-1
1,"The event starts at 5:30 pm, and your reservation has been made.",13,1060,-1,-1,-1
0,"Thanks for all your help, that will be all.",14,1060,-1,-1,-1
1,"No problem, have a great day.",15,1060,-1,-1,-1
0,I'm visiting Washington D.C. for a work conference and want to see if there's any events I can attend while I'm there.,27,1064,-1,-1,-1
1,What kind of events are you interested in?,2,1064,-1,-1,-1
0,Can you look for Games in the area?,3,1064,-1,-1,-1
1,I found 10 events of that kind. One is DC United Vs Revolution at Audi Field.,9,1064,-1,-1,-1
0,"Sounds great, I'd like to buy 1 ticket.",25,1064,-1,-1,-1
1,What date would you like?,2,1064,-1,-1,-1
0,Let's try the 14th of this month.,3,1064,-1,-1,-1
1,Please confirm: 1 ticket for DC United Vs Revolution on March 14th in Washington D.C.,11,1064,-1,-1,-1
0,That works. What is the address?,12,1064,-1,-1,-1
1,Your ticket has been purchased. The venue is at 100 Potomac Avenue Southwest.,13,1064,-1,-1,-1
0,What time does the game start?,5,1064,-1,-1,-1
1,The game starts at 5:30 pm.,6,1064,-1,-1,-1
0,Thanks for your help.,22,1064,-1,-1,-1
1,Anything else I can help you with?,23,1064,-1,-1,-1
0,"No, thanks for your help.",24,1064,-1,-1,-1
1,Have a great day.,15,1064,-1,-1,-1
0,I would like to watch a movie.,1,257,-1,-1,-1
1,Is there a particular movie you would like to watch?,2,257,-1,-1,-1
0,"Yes, I would like to watch Hellboy please.",3,257,-1,-1,-1
1,"To be clear, you would like to watch Hellboy? It will play without subtitles.",11,257,-1,-1,-1
0,Yes that is correct. Who directed Hellboy?,12,257,-1,-1,-1
1,The movie will play momentarily. Neil Marshall is the director.,13,257,-1,-1,-1
0,"Great, thats everything for now. Thanks.",14,257,-1,-1,-1
1,You're welcome. Enjoy the movie.,15,257,-1,-1,-1
0,I'd like to get dates for certain events.,1,505,-1,-1,-1
1,"Okay, what city should I search in?",2,505,-1,-1,-1
0,"I'd like to see a baseball game, preferably Seattle Vs La Angels. I'd like to see events in Seattle, WA.",3,505,-1,-1,-1
1,The game is scheduled for tomorrow. The game is Seattle Vs La Angels and it is at T-Mobile Park.,4,505,-1,-1,-1
0,Okay. Are there games on any other dates?,7,505,-1,-1,-1
1,The game is the day after tomorrow. The game will feature Seattle Vs La Angels and will be played at T-Mobile Park.,4,505,-1,-1,-1
0,Where is the stadium located? What time does it start?,5,505,-1,-1,-1
1,The stadium is at 1250 1st Avenue South and starts at 7 pm.,6,505,-1,-1,-1
0,"Yes, that sounds good.",16,505,-1,-1,-1
1,Should I go ahead and buy tickets for the game?,17,505,-1,-1,-1
0,Yes I'd like to buy the tickets. I need two tickets.,18,505,-1,-1,-1
1,"Okay, let's confirm the details. You would like to buy 2 tickets for Seattle Vs La Angels, which is scheduled to be played in Seattle the day after tomorrow.",11,505,-1,-1,-1
0,"Yes, that's perfect.",20,505,-1,-1,-1
1,"Okay, your reservation has been made.",21,505,-1,-1,-1
0,Thank you so much for your help.,22,505,-1,-1,-1
1,Is there anything else I can help you with?,23,505,-1,-1,-1
0,"No, that's all, thank you.",24,505,-1,-1,-1
1,Have a great day!,15,505,-1,-1,-1
0,I am looking for a restaurant.,1,130,-1,-1,-1
1,What kind of food do you want? Examples include Chinese and Italian.,2,130,-1,-1,-1
0,I am looking for affordable priced African food.,3,130,-1,-1,-1
1,What city are you looking in?,2,130,-1,-1,-1
0,I am in Oakland.,3,130,-1,-1,-1
1,There is a restaurant called Cafe Eritrea D'afrique in Oakland.,4,130,-1,-1,-1
0,"That is perfect, and I want to make a reservation.",10,130,-1,-1,-1
1,What time do you want to make the reservation?,2,130,-1,-1,-1
0,There will be four of us eating at afternoon 12:30.,3,130,-1,-1,-1
1,Please confirm you want to make a reservation for 4 people today at 12:30 pm at Cafe Eritrea D'afrique in Oakland.,11,130,-1,-1,-1
0,"Actually, I need the reservation on the 3rd of this month for three people.",19,130,-1,-1,-1
1,Please confirm you want to make the reservation for 3 people on the day after tomorrow.,11,130,-1,-1,-1
0,"Actually, I want to make the reservation for the 14th of March at evening 5:30.",19,130,-1,-1,-1
1,Please confirm you want to make the reservation at 5:30 pm on March 14th.,11,130,-1,-1,-1
0,That is correct. Do they have alcohol?,12,130,-1,-1,-1
1,I was unable to make the reservation. May I further assist you?,26,130,-1,-1,-1
0,"No, that will be all.",24,130,-1,-1,-1
1,See you soon!,15,130,-1,-1,-1
0,"I would like to find somewhere to eat, preferably Asian food.",27,119,-1,-1,-1
1,In which city should I search?,2,119,-1,-1,-1
0,"Please search in San Mateo, price is not an issue.",3,119,-1,-1,-1
1,I have found a restaurant in San Mateo called Izakaya Ginji.,4,119,-1,-1,-1
0,Do they have a liquor license and also do they have any live music?,5,119,-1,-1,-1
1,"They do serve alcohol, they do not have live music",6,119,-1,-1,-1
0,That sounds perfect for me.,16,119,-1,-1,-1
1,Would you like me to make a reservation for you?,17,119,-1,-1,-1
0,I would like a reservation made for 1:30 pm. for 1 person please.,18,119,-1,-1,-1
1,"Can you confirm the following details: Reservation at Izakaya Ginji in San Mateo, for 1:30 pm today for 1 person.",11,119,-1,-1,-1
0,"Yes that is correct, do you have their phone number?",12,119,-1,-1,-1
1,I have made your reservation their phone number is 925-408-4891,13,119,-1,-1,-1
0,Thank you.,22,119,-1,-1,-1
1,Is their anything else I can help you with today?,23,119,-1,-1,-1
0,"No, that is all, thank you.",24,119,-1,-1,-1
1,Have a nice day.,15,119,-1,-1,-1
0,I am looking for a place to eat in Oakland.,27,158,-1,-1,-1
1,I can help you with that. What kind of food are you interested in?,2,158,-1,-1,-1
0,"I would like Jamaican if you can find any place. Also, I want somewhere that has live music.",3,158,-1,-1,-1
1,I have 1 that you may like. Kingston 11 Cuisine is located in Oakland.,9,158,-1,-1,-1
0,How expensive is their menu?,5,158,-1,-1,-1
1,Their price range is moderate.,6,158,-1,-1,-1
0,"Yes, that works for me.",16,158,-1,-1,-1
1,Would you like to reserve a table now?,17,158,-1,-1,-1
0,"Yes, please.",29,158,-1,-1,-1
1,What time would you prefer?,2,158,-1,-1,-1
0,Please make it at twelve pm.,3,158,-1,-1,-1
